Path,label
./lab3-train/183.bmp,1
./lab3-train/184.bmp,0
./lab3-train/185.bmp,1
./lab3-train/186.bmp,0
./lab3-train/187.bmp,0
./lab3-train/188.bmp,1
./lab3-train/189.bmp,1
./lab3-train/190.bmp,1
./lab3-train/191.bmp,0
./lab3-train/192.bmp,0
./lab3-train/193.bmp,1
./lab3-train/194.bmp,1
./lab3-train/195.bmp,0
./lab3-train/196.bmp,0
./lab3-train/197.bmp,0
./lab3-train/198.bmp,1
./lab3-train/199.bmp,0
./lab3-train/200.bmp,1
./lab3-train/201.bmp,1
./lab3-train/202.bmp,0
./lab3-train/203.bmp,0
./lab3-train/204.bmp,1
./lab3-train/205.bmp,1
./lab3-train/206.bmp,1
./lab3-train/207.bmp,0
./lab3-train/208.bmp,1
./lab3-train/209.bmp,0
./lab3-train/210.bmp,1
./lab3-train/211.bmp,1
./lab3-train/212.bmp,1
./lab3-train/213.bmp,1
./lab3-train/214.bmp,1
./lab3-train/215.bmp,0
./lab3-train/216.bmp,1
./lab3-train/217.bmp,1
./lab3-train/218.bmp,0
./lab3-train/219.bmp,1
./lab3-train/220.bmp,0
./lab3-train/221.bmp,1
./lab3-train/222.bmp,0
./lab3-train/223.bmp,1
./lab3-train/224.bmp,1
./lab3-train/225.bmp,1
./lab3-train/226.bmp,1
./lab3-train/227.bmp,1
./lab3-train/228.bmp,0
./lab3-train/229.bmp,0
./lab3-train/230.bmp,1
./lab3-train/231.bmp,1
./lab3-train/232.bmp,1
./lab3-train/233.bmp,1
./lab3-train/234.bmp,1
./lab3-train/235.bmp,1
./lab3-train/236.bmp,0
./lab3-train/237.bmp,1
./lab3-train/238.bmp,1
./lab3-train/239.bmp,1
./lab3-train/240.bmp,1
./lab3-train/241.bmp,0
./lab3-train/242.bmp,1
./lab3-train/243.bmp,1
./lab3-train/244.bmp,0
./lab3-train/245.bmp,1
./lab3-train/246.bmp,1
./lab3-train/247.bmp,0
./lab3-train/248.bmp,1
./lab3-train/249.bmp,1
./lab3-train/250.bmp,0
./lab3-train/251.bmp,1
./lab3-train/252.bmp,1
./lab3-train/253.bmp,0
./lab3-train/254.bmp,1
./lab3-train/255.bmp,0
./lab3-train/256.bmp,1
./lab3-train/257.bmp,1
./lab3-train/258.bmp,0
./lab3-train/259.bmp,0
./lab3-train/260.bmp,1
./lab3-train/261.bmp,0
./lab3-train/262.bmp,1
./lab3-train/263.bmp,0
./lab3-train/264.bmp,1
./lab3-train/265.bmp,1
./lab3-train/266.bmp,0
./lab3-train/267.bmp,1
./lab3-train/268.bmp,0
./lab3-train/269.bmp,1
./lab3-train/270.bmp,0
./lab3-train/271.bmp,1
./lab3-train/272.bmp,1
./lab3-train/273.bmp,1
./lab3-train/274.bmp,0
./lab3-train/275.bmp,1
./lab3-train/276.bmp,1
./lab3-train/277.bmp,0
./lab3-train/278.bmp,0
./lab3-train/279.bmp,1
./lab3-train/280.bmp,1
./lab3-train/281.bmp,0
./lab3-train/282.bmp,1
./lab3-train/283.bmp,1
./lab3-train/284.bmp,1
./lab3-train/285.bmp,0
./lab3-train/286.bmp,1
./lab3-train/287.bmp,0
./lab3-train/288.bmp,1
./lab3-train/289.bmp,1
./lab3-train/290.bmp,1
./lab3-train/291.bmp,0
./lab3-train/292.bmp,1
./lab3-train/293.bmp,1
./lab3-train/294.bmp,1
./lab3-train/295.bmp,1
./lab3-train/296.bmp,1
./lab3-train/297.bmp,0
./lab3-train/298.bmp,1
./lab3-train/299.bmp,1
./lab3-train/300.bmp,0
./lab3-train/301.bmp,0
./lab3-train/302.bmp,1
./lab3-train/303.bmp,1
./lab3-train/304.bmp,1
./lab3-train/305.bmp,0
./lab3-train/306.bmp,0
./lab3-train/307.bmp,1
./lab3-train/308.bmp,1
./lab3-train/309.bmp,0
./lab3-train/310.bmp,1
./lab3-train/311.bmp,0
./lab3-train/312.bmp,1
./lab3-train/313.bmp,1
./lab3-train/314.bmp,1
./lab3-train/315.bmp,1
./lab3-train/316.bmp,1
./lab3-train/317.bmp,1
./lab3-train/318.bmp,1
./lab3-train/319.bmp,1
./lab3-train/320.bmp,0
./lab3-train/321.bmp,1
./lab3-train/322.bmp,1
./lab3-train/323.bmp,0
./lab3-train/324.bmp,0
./lab3-train/325.bmp,1
./lab3-train/326.bmp,1
./lab3-train/327.bmp,0
./lab3-train/328.bmp,1
./lab3-train/329.bmp,1
./lab3-train/330.bmp,1
./lab3-train/331.bmp,0
./lab3-train/332.bmp,1
./lab3-train/333.bmp,0
./lab3-train/334.bmp,1
./lab3-train/335.bmp,0
./lab3-train/336.bmp,1
./lab3-train/337.bmp,0
./lab3-train/338.bmp,1
./lab3-train/339.bmp,0
./lab3-train/340.bmp,1
./lab3-train/341.bmp,1
./lab3-train/342.bmp,0
./lab3-train/343.bmp,0
./lab3-train/344.bmp,1
./lab3-train/345.bmp,1
./lab3-train/346.bmp,0
./lab3-train/347.bmp,0
./lab3-train/348.bmp,1
./lab3-train/349.bmp,1
./lab3-train/350.bmp,1
./lab3-train/351.bmp,1
./lab3-train/352.bmp,0
./lab3-train/353.bmp,1
./lab3-train/354.bmp,1
./lab3-train/355.bmp,1
./lab3-train/356.bmp,1
./lab3-train/357.bmp,1
./lab3-train/358.bmp,0
./lab3-train/359.bmp,0
./lab3-train/360.bmp,1
./lab3-train/361.bmp,0
./lab3-train/362.bmp,1
./lab3-train/363.bmp,1
./lab3-train/364.bmp,1
./lab3-train/365.bmp,1
./lab3-train/366.bmp,1
./lab3-train/367.bmp,1
./lab3-train/368.bmp,1
./lab3-train/369.bmp,1
./lab3-train/370.bmp,1
./lab3-train/371.bmp,1
./lab3-train/372.bmp,0
./lab3-train/373.bmp,1
./lab3-train/374.bmp,1
./lab3-train/375.bmp,1
./lab3-train/376.bmp,0
./lab3-train/377.bmp,1
./lab3-train/378.bmp,1
./lab3-train/379.bmp,1
./lab3-train/380.bmp,1
./lab3-train/381.bmp,1
./lab3-train/382.bmp,0
./lab3-train/383.bmp,0
./lab3-train/384.bmp,1
./lab3-train/385.bmp,1
./lab3-train/386.bmp,1
./lab3-train/387.bmp,1
./lab3-train/388.bmp,1
./lab3-train/389.bmp,0
./lab3-train/390.bmp,1
./lab3-train/391.bmp,1
./lab3-train/392.bmp,1
./lab3-train/393.bmp,1
./lab3-train/394.bmp,0
./lab3-train/395.bmp,0
./lab3-train/396.bmp,0
./lab3-train/397.bmp,0
./lab3-train/398.bmp,1
./lab3-train/399.bmp,0
./lab3-train/400.bmp,1
./lab3-train/401.bmp,1
./lab3-train/402.bmp,1
./lab3-train/403.bmp,0
./lab3-train/404.bmp,1
./lab3-train/405.bmp,1
./lab3-train/406.bmp,1
./lab3-train/407.bmp,0
./lab3-train/408.bmp,1
./lab3-train/409.bmp,1
./lab3-train/410.bmp,0
./lab3-train/411.bmp,1
./lab3-train/412.bmp,1
./lab3-train/413.bmp,1
./lab3-train/414.bmp,0
./lab3-train/415.bmp,1
./lab3-train/416.bmp,1
./lab3-train/417.bmp,1
./lab3-train/418.bmp,0
./lab3-train/419.bmp,1
./lab3-train/420.bmp,1
./lab3-train/421.bmp,1
./lab3-train/422.bmp,1
./lab3-train/423.bmp,1
./lab3-train/424.bmp,1
./lab3-train/425.bmp,1
./lab3-train/426.bmp,0
./lab3-train/427.bmp,1
./lab3-train/428.bmp,0
./lab3-train/429.bmp,1
./lab3-train/430.bmp,1
./lab3-train/431.bmp,1
./lab3-train/432.bmp,0
./lab3-train/433.bmp,1
./lab3-train/434.bmp,0
./lab3-train/435.bmp,0
./lab3-train/436.bmp,1
./lab3-train/437.bmp,0
./lab3-train/438.bmp,1
./lab3-train/439.bmp,1
./lab3-train/440.bmp,1
./lab3-train/441.bmp,1
./lab3-train/442.bmp,1
./lab3-train/443.bmp,1
./lab3-train/444.bmp,1
./lab3-train/445.bmp,1
./lab3-train/446.bmp,0
./lab3-train/447.bmp,1
./lab3-train/448.bmp,0
./lab3-train/449.bmp,0
./lab3-train/450.bmp,1
./lab3-train/451.bmp,1
./lab3-train/452.bmp,1
./lab3-train/453.bmp,0
./lab3-train/454.bmp,1
./lab3-train/455.bmp,1
./lab3-train/456.bmp,1
./lab3-train/457.bmp,0
./lab3-train/458.bmp,1
./lab3-train/459.bmp,0
./lab3-train/460.bmp,0
./lab3-train/461.bmp,0
./lab3-train/462.bmp,1
./lab3-train/463.bmp,1
./lab3-train/464.bmp,1
./lab3-train/465.bmp,1
./lab3-train/466.bmp,1
./lab3-train/467.bmp,1
./lab3-train/468.bmp,1
./lab3-train/469.bmp,1
./lab3-train/470.bmp,1
./lab3-train/471.bmp,0
./lab3-train/472.bmp,1
./lab3-train/473.bmp,1
./lab3-train/474.bmp,1
./lab3-train/475.bmp,0
./lab3-train/476.bmp,0
./lab3-train/477.bmp,1
./lab3-train/478.bmp,1
./lab3-train/479.bmp,1
./lab3-train/480.bmp,0
./lab3-train/481.bmp,1
./lab3-train/482.bmp,1
./lab3-train/483.bmp,1
./lab3-train/484.bmp,1
./lab3-train/485.bmp,0
./lab3-train/486.bmp,0
./lab3-train/487.bmp,0
./lab3-train/488.bmp,1
./lab3-train/489.bmp,1
./lab3-train/490.bmp,0
./lab3-train/491.bmp,1
./lab3-train/492.bmp,1
./lab3-train/493.bmp,0
./lab3-train/494.bmp,1
./lab3-train/495.bmp,1
./lab3-train/496.bmp,0
./lab3-train/497.bmp,1
./lab3-train/498.bmp,1
./lab3-train/499.bmp,1
./lab3-train/500.bmp,1
./lab3-train/501.bmp,0
./lab3-train/502.bmp,1
./lab3-train/503.bmp,1
./lab3-train/504.bmp,0
./lab3-train/505.bmp,1
./lab3-train/506.bmp,0
./lab3-train/507.bmp,1
./lab3-train/508.bmp,1
./lab3-train/509.bmp,1
./lab3-train/510.bmp,0
./lab3-train/511.bmp,0
./lab3-train/512.bmp,1
./lab3-train/513.bmp,1
./lab3-train/514.bmp,1
./lab3-train/515.bmp,0
./lab3-train/516.bmp,1
./lab3-train/517.bmp,0
./lab3-train/518.bmp,0
./lab3-train/519.bmp,1
./lab3-train/520.bmp,0
./lab3-train/521.bmp,1
./lab3-train/522.bmp,1
./lab3-train/523.bmp,0
./lab3-train/524.bmp,0
./lab3-train/525.bmp,1
./lab3-train/526.bmp,0
./lab3-train/527.bmp,1
./lab3-train/528.bmp,0
./lab3-train/529.bmp,1
./lab3-train/530.bmp,0
./lab3-train/531.bmp,1
./lab3-train/532.bmp,0
./lab3-train/533.bmp,1
./lab3-train/534.bmp,0
./lab3-train/535.bmp,0
./lab3-train/536.bmp,1
./lab3-train/537.bmp,1
./lab3-train/538.bmp,0
./lab3-train/539.bmp,0
./lab3-train/540.bmp,1
./lab3-train/541.bmp,0
./lab3-train/542.bmp,0
./lab3-train/543.bmp,1
./lab3-train/544.bmp,0
./lab3-train/545.bmp,1
./lab3-train/546.bmp,0
./lab3-train/547.bmp,1
./lab3-train/548.bmp,1
./lab3-train/549.bmp,1
./lab3-train/550.bmp,1
./lab3-train/551.bmp,0
./lab3-train/552.bmp,1
./lab3-train/553.bmp,0
./lab3-train/554.bmp,0
./lab3-train/555.bmp,1
./lab3-train/556.bmp,0
./lab3-train/557.bmp,0
./lab3-train/558.bmp,1
./lab3-train/559.bmp,1
./lab3-train/560.bmp,0
./lab3-train/561.bmp,1
./lab3-train/562.bmp,1
./lab3-train/563.bmp,0
./lab3-train/564.bmp,1
./lab3-train/565.bmp,1
./lab3-train/566.bmp,1
./lab3-train/567.bmp,1
./lab3-train/568.bmp,0
./lab3-train/569.bmp,1
./lab3-train/570.bmp,0
./lab3-train/571.bmp,1
./lab3-train/572.bmp,0
./lab3-train/573.bmp,1
./lab3-train/574.bmp,1
./lab3-train/575.bmp,1
./lab3-train/576.bmp,1
./lab3-train/577.bmp,1
./lab3-train/578.bmp,1
./lab3-train/579.bmp,0
./lab3-train/580.bmp,1
./lab3-train/581.bmp,0
./lab3-train/582.bmp,0
./lab3-train/583.bmp,1
./lab3-train/584.bmp,1
./lab3-train/585.bmp,0
./lab3-train/586.bmp,1
./lab3-train/587.bmp,0
./lab3-train/588.bmp,1
./lab3-train/589.bmp,1
./lab3-train/590.bmp,0
./lab3-train/591.bmp,1
./lab3-train/592.bmp,1
./lab3-train/593.bmp,1
./lab3-train/594.bmp,0
./lab3-train/595.bmp,1
./lab3-train/596.bmp,1
./lab3-train/597.bmp,0
./lab3-train/598.bmp,0
./lab3-train/599.bmp,1
./lab3-train/600.bmp,1
./lab3-train/601.bmp,1
./lab3-train/602.bmp,1
./lab3-train/603.bmp,1
./lab3-train/604.bmp,0
./lab3-train/605.bmp,0
./lab3-train/606.bmp,0
./lab3-train/607.bmp,1
./lab3-train/608.bmp,1
./lab3-train/609.bmp,0
./lab3-train/610.bmp,1
./lab3-train/611.bmp,1
./lab3-train/612.bmp,0
./lab3-train/613.bmp,1
./lab3-train/614.bmp,1
./lab3-train/615.bmp,0
./lab3-train/616.bmp,0
./lab3-train/617.bmp,0
./lab3-train/618.bmp,0
./lab3-train/619.bmp,1
./lab3-train/620.bmp,1
./lab3-train/621.bmp,0
./lab3-train/622.bmp,1
./lab3-train/623.bmp,1
./lab3-train/624.bmp,0
./lab3-train/625.bmp,1
./lab3-train/626.bmp,1
./lab3-train/627.bmp,1
./lab3-train/628.bmp,1
./lab3-train/629.bmp,1
./lab3-train/630.bmp,0
./lab3-train/631.bmp,1
./lab3-train/632.bmp,1
./lab3-train/633.bmp,1
./lab3-train/634.bmp,1
./lab3-train/635.bmp,1
./lab3-train/636.bmp,0
./lab3-train/637.bmp,1
./lab3-train/638.bmp,1
./lab3-train/639.bmp,1
./lab3-train/640.bmp,0
./lab3-train/641.bmp,1
./lab3-train/642.bmp,1
./lab3-train/643.bmp,1
./lab3-train/644.bmp,1
./lab3-train/645.bmp,1
./lab3-train/646.bmp,1
./lab3-train/647.bmp,1
./lab3-train/648.bmp,1
./lab3-train/649.bmp,0
./lab3-train/650.bmp,0
./lab3-train/651.bmp,1
./lab3-train/652.bmp,0
./lab3-train/653.bmp,1
./lab3-train/654.bmp,1
./lab3-train/655.bmp,1
./lab3-train/656.bmp,1
./lab3-train/657.bmp,1
./lab3-train/658.bmp,1
./lab3-train/659.bmp,0
./lab3-train/660.bmp,1
./lab3-train/661.bmp,1
./lab3-train/662.bmp,1
./lab3-train/663.bmp,1
./lab3-train/664.bmp,0
./lab3-train/665.bmp,1
./lab3-train/666.bmp,1
./lab3-train/667.bmp,1
./lab3-train/668.bmp,0
./lab3-train/669.bmp,1
./lab3-train/670.bmp,1
./lab3-train/671.bmp,0
./lab3-train/672.bmp,1
./lab3-train/673.bmp,1
./lab3-train/674.bmp,1
./lab3-train/675.bmp,1
./lab3-train/676.bmp,0
./lab3-train/677.bmp,1
./lab3-train/678.bmp,1
./lab3-train/679.bmp,1
./lab3-train/680.bmp,0
./lab3-train/681.bmp,0
./lab3-train/682.bmp,1
./lab3-train/683.bmp,0
./lab3-train/684.bmp,0
./lab3-train/685.bmp,1
./lab3-train/686.bmp,0
./lab3-train/687.bmp,1
./lab3-train/688.bmp,1
./lab3-train/689.bmp,1
./lab3-train/690.bmp,1
./lab3-train/691.bmp,0
./lab3-train/692.bmp,0
./lab3-train/693.bmp,1
./lab3-train/694.bmp,1
./lab3-train/695.bmp,1
./lab3-train/696.bmp,1
./lab3-train/697.bmp,1
./lab3-train/698.bmp,1
./lab3-train/699.bmp,1
./lab3-train/700.bmp,1
./lab3-train/701.bmp,1
./lab3-train/702.bmp,1
./lab3-train/703.bmp,1
./lab3-train/704.bmp,0
./lab3-train/705.bmp,0
./lab3-train/706.bmp,0
./lab3-train/707.bmp,1
./lab3-train/708.bmp,1
./lab3-train/709.bmp,1
./lab3-train/710.bmp,1
./lab3-train/711.bmp,0
./lab3-train/712.bmp,0
./lab3-train/713.bmp,0
./lab3-train/714.bmp,1
./lab3-train/715.bmp,1
./lab3-train/716.bmp,1
./lab3-train/717.bmp,1
./lab3-train/718.bmp,1
./lab3-train/719.bmp,1
./lab3-train/720.bmp,1
./lab3-train/721.bmp,1
./lab3-train/722.bmp,1
./lab3-train/723.bmp,1
./lab3-train/724.bmp,0
./lab3-train/725.bmp,1
./lab3-train/726.bmp,1
./lab3-train/727.bmp,1
./lab3-train/728.bmp,0
./lab3-train/729.bmp,0
./lab3-train/730.bmp,0
./lab3-train/731.bmp,1
./lab3-train/732.bmp,0
./lab3-train/733.bmp,0
./lab3-train/734.bmp,1
./lab3-train/735.bmp,0
./lab3-train/736.bmp,0
./lab3-train/737.bmp,0
./lab3-train/738.bmp,1
./lab3-train/739.bmp,1
./lab3-train/740.bmp,1
./lab3-train/741.bmp,1
./lab3-train/742.bmp,1
./lab3-train/743.bmp,1
./lab3-train/744.bmp,0
./lab3-train/745.bmp,1
./lab3-train/746.bmp,1
./lab3-train/747.bmp,1
./lab3-train/748.bmp,1
./lab3-train/749.bmp,1
./lab3-train/750.bmp,0
./lab3-train/751.bmp,1
./lab3-train/752.bmp,0
./lab3-train/753.bmp,1
./lab3-train/754.bmp,1
./lab3-train/755.bmp,1
./lab3-train/756.bmp,1
./lab3-train/757.bmp,0
./lab3-train/758.bmp,1
./lab3-train/759.bmp,0
./lab3-train/760.bmp,1
./lab3-train/761.bmp,0
./lab3-train/762.bmp,1
./lab3-train/763.bmp,0
./lab3-train/764.bmp,1
./lab3-train/765.bmp,1
./lab3-train/766.bmp,1
./lab3-train/767.bmp,1
./lab3-train/768.bmp,1
./lab3-train/769.bmp,0
./lab3-train/770.bmp,1
./lab3-train/771.bmp,1
./lab3-train/772.bmp,0
./lab3-train/773.bmp,0
./lab3-train/774.bmp,1
./lab3-train/775.bmp,1
./lab3-train/776.bmp,1
./lab3-train/777.bmp,0
./lab3-train/778.bmp,1
./lab3-train/779.bmp,1
./lab3-train/780.bmp,1
./lab3-train/781.bmp,1
./lab3-train/782.bmp,1
./lab3-train/783.bmp,1
./lab3-train/784.bmp,0
./lab3-train/785.bmp,1
./lab3-train/786.bmp,1
./lab3-train/787.bmp,1
./lab3-train/788.bmp,0
./lab3-train/789.bmp,0
./lab3-train/790.bmp,1
./lab3-train/791.bmp,1
./lab3-train/792.bmp,0
./lab3-train/793.bmp,1
./lab3-train/794.bmp,1
./lab3-train/795.bmp,0
./lab3-train/796.bmp,1
./lab3-train/797.bmp,1
./lab3-train/798.bmp,1
./lab3-train/799.bmp,0
./lab3-train/800.bmp,1
./lab3-train/801.bmp,1
./lab3-train/802.bmp,1
./lab3-train/803.bmp,1
./lab3-train/804.bmp,0
./lab3-train/805.bmp,1
./lab3-train/806.bmp,1
./lab3-train/807.bmp,0
./lab3-train/808.bmp,1
./lab3-train/809.bmp,1
./lab3-train/810.bmp,1
./lab3-train/811.bmp,0
./lab3-train/812.bmp,1
./lab3-train/813.bmp,1
./lab3-train/814.bmp,0
./lab3-train/815.bmp,0
./lab3-train/816.bmp,1
./lab3-train/817.bmp,0
./lab3-train/818.bmp,1
./lab3-train/819.bmp,1
./lab3-train/820.bmp,0
./lab3-train/821.bmp,0
./lab3-train/822.bmp,0
./lab3-train/823.bmp,1
./lab3-train/824.bmp,0
./lab3-train/825.bmp,1
./lab3-train/826.bmp,1
./lab3-train/827.bmp,1
./lab3-train/828.bmp,1
./lab3-train/829.bmp,1
./lab3-train/830.bmp,1
./lab3-train/831.bmp,1
./lab3-train/832.bmp,1
./lab3-train/833.bmp,1
./lab3-train/834.bmp,0
./lab3-train/835.bmp,1
./lab3-train/836.bmp,1
./lab3-train/837.bmp,1
./lab3-train/838.bmp,1
./lab3-train/839.bmp,0
./lab3-train/840.bmp,0
./lab3-train/841.bmp,1
./lab3-train/842.bmp,1
./lab3-train/843.bmp,1
./lab3-train/844.bmp,0
./lab3-train/845.bmp,1
./lab3-train/846.bmp,1
./lab3-train/847.bmp,0
./lab3-train/848.bmp,1
./lab3-train/849.bmp,1
./lab3-train/850.bmp,1
./lab3-train/851.bmp,1
./lab3-train/852.bmp,1
./lab3-train/853.bmp,1
./lab3-train/854.bmp,1
./lab3-train/855.bmp,1
./lab3-train/856.bmp,1
./lab3-train/857.bmp,1
./lab3-train/858.bmp,1
./lab3-train/859.bmp,1
./lab3-train/860.bmp,1
./lab3-train/861.bmp,1
./lab3-train/862.bmp,1
./lab3-train/863.bmp,0
./lab3-train/864.bmp,1
./lab3-train/865.bmp,1
./lab3-train/866.bmp,1
./lab3-train/867.bmp,1
./lab3-train/868.bmp,1
./lab3-train/869.bmp,1
./lab3-train/870.bmp,1
./lab3-train/871.bmp,1
./lab3-train/872.bmp,0
./lab3-train/873.bmp,0
./lab3-train/874.bmp,1
./lab3-train/875.bmp,1
./lab3-train/876.bmp,0
./lab3-train/877.bmp,1
./lab3-train/878.bmp,0
./lab3-train/879.bmp,1
./lab3-train/880.bmp,1
./lab3-train/881.bmp,0
./lab3-train/882.bmp,1
./lab3-train/883.bmp,1
./lab3-train/884.bmp,1
./lab3-train/885.bmp,0
./lab3-train/886.bmp,0
./lab3-train/887.bmp,1
./lab3-train/888.bmp,1
./lab3-train/889.bmp,1
./lab3-train/890.bmp,1
./lab3-train/891.bmp,1
./lab3-train/892.bmp,1
./lab3-train/893.bmp,1
./lab3-train/894.bmp,1
./lab3-train/895.bmp,0
./lab3-train/896.bmp,0
./lab3-train/897.bmp,1
./lab3-train/898.bmp,0
./lab3-train/899.bmp,1
./lab3-train/900.bmp,0
./lab3-train/901.bmp,1
./lab3-train/902.bmp,1
./lab3-train/903.bmp,1
./lab3-train/904.bmp,1
./lab3-train/905.bmp,0
./lab3-train/906.bmp,1
./lab3-train/907.bmp,1
./lab3-train/908.bmp,1
./lab3-train/909.bmp,1
./lab3-train/910.bmp,1
./lab3-train/911.bmp,0
./lab3-train/912.bmp,1
./lab3-train/913.bmp,1
./lab3-train/914.bmp,0
./lab3-train/915.bmp,1
./lab3-train/916.bmp,1
./lab3-train/917.bmp,1
./lab3-train/918.bmp,1
./lab3-train/919.bmp,1
./lab3-train/920.bmp,1
./lab3-train/921.bmp,0
./lab3-train/922.bmp,0
./lab3-train/923.bmp,1
./lab3-train/924.bmp,1
./lab3-train/925.bmp,0
./lab3-train/926.bmp,1
./lab3-train/927.bmp,0
./lab3-train/928.bmp,1
./lab3-train/929.bmp,1
./lab3-train/930.bmp,1
./lab3-train/931.bmp,1
